dataset,model,rf,max_rf,norm_rf,runtime,full_runtime
TF324190,ESM3,60,72,0.8333333333333334,3.5910484790802,3.5969648361206055
TF324195,ESM3,94,110,0.8545454545454545,2.0360677242279053,2.0436720848083496
TF324196,ESM3,14,34,0.4117647058823529,0.7483124732971191,0.7513787746429443
TF324199,ESM3,2,4,0.5,0.1756153106689453,0.17624616622924805
TF324211,ESM3,124,136,0.9117647058823529,2.519362688064575,2.5267629623413086
TF324215,ESM3,116,124,0.9354838709677419,2.270737648010254,2.277578592300415
TF324216,ESM3,102,128,0.796875,2.339888095855713,2.347059965133667
TF324222,ESM3,2,4,0.5,0.20348691940307617,0.2062981128692627
TF324225,ESM3,122,144,0.8472222222222222,2.607788324356079,2.6159708499908447
TF324236,ESM3,84,102,0.8235294117647058,2.9069454669952393,2.9141523838043213
TF324238,ESM3,112,134,0.835820895522388,2.4688425064086914,2.4759068489074707
TF324244,ESM3,110,120,0.9166666666666666,3.3710947036743164,3.376906394958496
TF324246,ESM3,0,4,0.0,0.18386578559875488,0.18717122077941895
TF324259,ESM3,136,164,0.8292682926829268,3.2565228939056396,3.265254259109497
TF324260,ESM3,0,2,0.0,0.15090537071228027,0.15338754653930664
TF324269,ESM3,6,16,0.375,0.42880892753601074,0.44658517837524414
TF324274,ESM3,68,74,0.918918918918919,1.4293861389160156,1.435154914855957
TF324281,ESM3,32,50,0.64,0.9799251556396484,0.984039306640625
TF324296,ESM3,148,166,0.891566265060241,3.0019211769104004,3.0118396282196045
TF324303,ESM3,20,32,0.625,0.6783401966094971,0.6861567497253418
TF324305,ESM3,108,132,0.8181818181818182,2.4392855167388916,2.446033477783203
TF324310,ESM3,34,46,0.7391304347826086,0.911452054977417,0.9153597354888916
TF324316,ESM3,10,32,0.3125,0.6705737113952637,0.6767876148223877
TF324320,ESM3,44,60,0.7333333333333333,1.1549625396728516,1.159944772720337
TF324328,ESM3,82,94,0.8723404255319149,1.760040283203125,1.7649331092834473
TF324329,ESM3,84,92,0.9130434782608695,1.7151215076446533,1.719031810760498
TF324330,ESM3,146,164,0.8902439024390244,3.2443959712982178,3.252497673034668
TF324336,ESM3,146,152,0.9605263157894737,3.338590621948242,3.346407651901245
TF324337,ESM3,0,10,0.0,0.2865314483642578,0.29318904876708984
TF324341,ESM3,122,142,0.8591549295774648,2.6085851192474365,2.6161530017852783
TF324347,ESM3,116,134,0.8656716417910447,2.4314048290252686,2.4384303092956543
TF324349,ESM3,108,132,0.8181818181818182,2.5830352306365967,2.589021921157837
TF324350,ESM3,2,14,0.14285714285714285,0.3889753818511963,0.3959059715270996
TF324353,ESM3,18,28,0.6428571428571429,0.6287693977355957,0.6317601203918457
TF324359,ESM3,64,88,0.7272727272727273,1.696131944656372,1.7004501819610596
TF324367,ESM3,150,156,0.9615384615384616,3.326888084411621,3.335827589035034
TF324369,ESM3,64,70,0.9142857142857143,1.3378446102142334,1.3404886722564697
TF324371,ESM3,6,8,0.75,0.2441728115081787,0.24461102485656738
TF324375,ESM3,54,66,0.8181818181818182,1.404613971710205,1.4077112674713135
TF324380,ESM3,34,42,0.8095238095238095,0.8337135314941406,0.8380527496337891
TF324383,ESM3,94,114,0.8245614035087719,2.0914039611816406,2.098026752471924
TF324385,ESM3,46,50,0.92,0.9529910087585449,0.9555602073669434
TF324391,ESM3,118,146,0.8082191780821918,5.017193555831909,5.024286985397339
TF324402,ESM3,50,60,0.8333333333333334,1.1346509456634521,1.137704610824585
TF324404,ESM3,10,18,0.5555555555555556,0.4169008731842041,0.41979026794433594
TF324406,ESM3,6,20,0.3,0.4504663944244385,0.4515714645385742
TF324409,ESM3,120,140,0.8571428571428571,2.6141574382781982,2.6213936805725098
TF324410,ESM3,102,108,0.9444444444444444,4.187634229660034,4.198928594589233
TF324412,ESM3,80,94,0.851063829787234,1.753614902496338,1.7592175006866455
TF324417,ESM3,92,112,0.8214285714285714,2.095853567123413,2.1008405685424805
TF324418,ESM3,104,132,0.7878787878787878,2.3888070583343506,2.3949501514434814
TF324419,ESM3,52,62,0.8387096774193549,1.1967902183532715,1.2040314674377441
TF324420,ESM3,66,78,0.8461538461538461,1.4403176307678223,1.4441652297973633
TF324422,ESM3,0,2,0.0,0.24776291847229004,0.24981093406677246
TF324423,ESM3,126,138,0.9130434782608695,2.5432748794555664,2.5503201484680176
TF324424,ESM3,38,58,0.6551724137931034,1.4670987129211426,1.471266508102417
TF324429,ESM3,92,100,0.92,1.8569037914276123,1.860990047454834
TF324431,ESM3,102,114,0.8947368421052632,2.099719762802124,2.106032609939575
TF324432,ESM3,106,116,0.9137931034482759,3.0151925086975098,3.021733522415161
TF324433,ESM3,42,44,0.9545454545454546,0.870969295501709,0.8745846748352051
